"FIRM","PLATFORM_NAME","STRATEGY","SHARE_CLASS","TICKER","INVESTMENT_TYPE","ADDED_DATE","PLATFORM_TYPE","PLATFORM_DEF","IPD_NAME","NAM_NAME","CLEARING_FIRM"
"AMERIPRISE","SPS Advantage","Franklin Biotechnology Discovery Fund","Advisor","FTDZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin California High Yield Municipal Fund","Advisor","FVCAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin California Intermediate-Term Tax-Free Income Fund","Advisor","FRCZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin California Tax-Free Income Fund","Advisor","FCAVX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Colorado Tax-Free Income Fund","Advisor","FCOZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Connecticut Tax-Free Income Fund","Advisor","FCNZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Conservative Allocation Fund","Advisor","FTCZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Corefolio Allocation Fund","Advisor","FCAZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin DynaTech Fund","Advisor","FDYZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Equity Income Fund","Advisor","FEIFX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Federal Intermediate-Term Tax-Free Income Fund","Advisor","FITZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Federal Limited-Term Tax-Free Income Fund","Advisor","FTFZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Federal Tax-Free Income Fund","Advisor","FAFTX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Floating Rate Daily Access Fund","Advisor","FDAAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Florida Tax-Free Income Fund","Advisor","FFTZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Founding Funds Allocation Fund","Advisor","FFAAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Georgia Tax-Free Income Fund","Advisor","FGFZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Gold and Precious Metals Fund","Advisor","FGADX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Growth Allocation Fund","Advisor","FGTZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Growth Fund","Advisor","FCGAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Growth Opportunities Fund","Advisor","FRAAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin High Yield Tax-Free Income Fund","Advisor","FHYVX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Income Fund","Advisor","FRIAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin International Growth Fund","Advisor","FNGZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin International Small Cap Fund","Advisor","FKSCX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin K2 Alternative Strategies Fund","Advisor","FABZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Kentucky Tax-Free Income Fund","Advisor","FKTZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin LibertyQ Emerging Markets ETF"," ","FLQE","ETF",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Louisiana Tax-Free Income Fund","Advisor","FLTZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Low Duration Total Return Fund","Advisor","FLDZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Managed Income Fund","Advisor","FBFZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Maryland Tax-Free Income Fund","Advisor","FMDZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Massachusetts Tax-Free Income Fund","Advisor","FMAHX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Michigan Tax-Free Income Fund","Advisor","FMTFX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Minnesota Tax-Free Income Fund","Advisor","FMNZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Missouri Tax-Free Income Fund","Advisor","FRMZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Moderate Allocation Fund","Advisor","FMTZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Mutual Beacon Fund","Z","BEGRX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Mutual European Fund","Z","MEURX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Mutual Financial Services Fund","Z","TEFAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Mutual Global Discovery Fund","Z","MDISX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Mutual Quest Fund","Z","MQIFX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Mutual Shares Fund","Z","MUTHX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Mutual U.S. Value Fund","Advisor","FBSAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Natural Resources Fund","Advisor","FNRAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin New Jersey Tax-Free Income Fund","Advisor","FNJZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin New York Intermediate-Term Tax-Free Income Fund","Advisor","FNYZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin New York Tax-Free Income Fund","Advisor","FNYAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin North Carolina Tax-Free Income Fund","Advisor","FNCZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Ohio Tax-Free Income Fund","Advisor","FROZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Oregon Tax-Free Income Fund","Advisor","FOFZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Pennsylvania Tax-Free Income Fund","Advisor","FPFZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Real Estate Securities Fund","Advisor","FRLAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Rising Dividends Fund","Advisor","FRDAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Small Cap Growth Fund","Advisor","FSSAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Small Cap Value Fund","Advisor","FVADX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Small-Mid Cap Growth Fund","Advisor","FSGAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Strategic Income Fund","Advisor","FKSAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Tennessee Municipal Bond Fund","Advisor","FTMZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Total Return Fund","Advisor","FBDAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin U.S. Government Securities Fund","Advisor","FUSAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Utilities Fund","Advisor","FRUAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Franklin Virginia Tax-Free Income Fund","Advisor","FRVZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton China World Fund","Advisor","TACWX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton Developing Markets Trust","Advisor","TDADX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton Emerging Markets Small Cap Fund","Advisor","TEMZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton Foreign Fund","Advisor","TFFAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton Global Balanced Fund","Advisor","TZINX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton Global Bond Fund","Advisor","TGBAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton Global Smaller Companies Fund","Advisor","TGSAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton Global Total Return Fund","Advisor","TTRZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton Growth Fund, Inc.","Advisor","TGADX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton International Bond Fund","Advisor","FIBZX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advantage","Templeton World Fund","Advisor","TWDAX","Mutual Fund",0,"Rep as Advisor","Rep as Advisor- Client Discretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Adjustable U.S. Government Securities Fund","Advisor","FAUZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Alabama Tax-Free Income Fund","Advisor","FALZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Arizona Tax-Free Income Fund","Advisor","FAZZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Biotechnology Discovery Fund","Advisor","FTDZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin California High Yield Municipal Fund","Advisor","FVCAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin California Intermediate-Term Tax-Free Income Fund","Advisor","FRCZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin California Tax-Free Income Fund","Advisor","FCAVX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Colorado Tax-Free Income Fund","Advisor","FCOZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Connecticut Tax-Free Income Fund","Advisor","FCNZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Conservative Allocation Fund","Advisor","FTCZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Convertible Securities Fund","Advisor","FCSZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Corefolio Allocation Fund","Advisor","FCAZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
