"FIRM","PLATFORM_NAME","STRATEGY","SHARE_CLASS","TICKER","INVESTMENT_TYPE","ADDED_DATE","PLATFORM_TYPE","PLATFORM_DEF","IPD_NAME","NAM_NAME","CLEARING_FIRM"
"AMERIPRISE","SPS Advisor","Franklin Floating Rate Daily Access Fund","Advisor","FDAAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Florida Tax-Free Income Fund","Advisor","FFTZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Founding Funds Allocation Fund","Advisor","FFAAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Georgia Tax-Free Income Fund","Advisor","FGFZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Gold and Precious Metals Fund","Advisor","FGADX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Growth Allocation Fund","Advisor","FGTZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Growth Fund","Advisor","FCGAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Growth Opportunities Fund","Advisor","FRAAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin High Yield Tax-Free Income Fund","Advisor","FHYVX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Income Fund","Advisor","FRIAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin International Growth Fund","Advisor","FNGZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin International Small Cap Fund","Advisor","FKSCX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin K2 Alternative Strategies Fund","Advisor","FABZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Kentucky Tax-Free Income Fund","Advisor","FKTZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin LibertyQ Emerging Markets ETF"," ","FLQE","ETF",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Louisiana Tax-Free Income Fund","Advisor","FLTZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Low Duration Total Return Fund","Advisor","FLDZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Managed Income Fund","Advisor","FBFZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Maryland Tax-Free Income Fund","Advisor","FMDZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Massachusetts Tax-Free Income Fund","Advisor","FMAHX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Michigan Tax-Free Income Fund","Advisor","FMTFX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Minnesota Tax-Free Income Fund","Advisor","FMNZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Missouri Tax-Free Income Fund","Advisor","FRMZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Moderate Allocation Fund","Advisor","FMTZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Mutual Beacon Fund","Z","BEGRX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Mutual European Fund","Z","MEURX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Mutual Financial Services Fund","Z","TEFAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Mutual Global Discovery Fund","Z","MDISX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Mutual Quest Fund","Z","MQIFX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Mutual Shares Fund","Z","MUTHX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Mutual U.S. Value Fund","Advisor","FBSAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Natural Resources Fund","Advisor","FNRAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin New Jersey Tax-Free Income Fund","Advisor","FNJZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin New York Intermediate-Term Tax-Free Income Fund","Advisor","FNYZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin New York Tax-Free Income Fund","Advisor","FNYAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin North Carolina Tax-Free Income Fund","Advisor","FNCZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Ohio Tax-Free Income Fund","Advisor","FROZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Oregon Tax-Free Income Fund","Advisor","FOFZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Pennsylvania Tax-Free Income Fund","Advisor","FPFZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Real Estate Securities Fund","Advisor","FRLAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Rising Dividends Fund","Advisor","FRDAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Small Cap Growth Fund","Advisor","FSSAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Small Cap Value Fund","Advisor","FVADX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Small-Mid Cap Growth Fund","Advisor","FSGAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Strategic Income Fund","Advisor","FKSAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Tennessee Municipal Bond Fund","Advisor","FTMZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Total Return Fund","Advisor","FBDAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin U.S. Government Securities Fund","Advisor","FUSAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Utilities Fund","Advisor","FRUAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Franklin Virginia Tax-Free Income Fund","Advisor","FRVZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton China World Fund","Advisor","TACWX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton Developing Markets Trust","Advisor","TDADX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton Emerging Markets Small Cap Fund","Advisor","TEMZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton Foreign Fund","Advisor","TFFAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton Global Balanced Fund","Advisor","TZINX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton Global Bond Fund","Advisor","TGBAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton Global Smaller Companies Fund","Advisor","TGSAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton Global Total Return Fund","Advisor","TTRZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton Growth Fund, Inc.","Advisor","TGADX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton International Bond Fund","Advisor","FIBZX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","SPS Advisor","Templeton World Fund","Advisor","TWDAX","Mutual Fund",0,"Rep as PM","Rep as PM- Advisor Descretionary","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","Starting Point List","Franklin Convertible Securities Fund","Advisor","FCSZX","Mutual Fund",0,"Recommended List","Recommended List Mutual Funds and ETFs","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","Starting Point List","Templeton International Bond Fund","Advisor","FIBZX","Mutual Fund",0,"Recommended List","Recommended List Mutual Funds and ETFs","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","Vista Separate Account","Franklin Intermediate Fixed Income SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","Vista Separate Account","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","Vista Separate Account","Templeton International Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet","Mary Catherine Mortell","John Beaulieu"," "
"AMERIPRISE","Vista Separate Account","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet","Mary Catherine Mortell","John Beaulieu"," "
"ASSETMARK","Aris Custom HNW","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"SMA","Customized SMA portfolios constructed by Assetmark. (Franklin Templeton’s strategy will be one of the sleeves that Aris allocates to)","Chris Felchlin"," "," "
"ASSETMARK","Guided Portfolio Solutions","Templeton Global Total Return (Subadvised Fund)"," ","GMIFX","Subadvised Fund",0,"Subadvised Funds","GuideMark and GuidePath Subadvised Mutual Funds","Chris Felchlin"," "," "
"ASSETMARK","GuideMark","Templeton Global Total Return (Subadvised Fund)"," ","GMIFX","Subadvised Fund",0,"Subadvised Funds","Subadvised Mutual Fund available on Guided Portfolio Solutions Platform","Chris Felchlin"," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Asia ex Japan ETF"," ","FLAX","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Australia ETF"," ","FLAU","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Brazil ETF"," ","FLBR","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Canada ETF"," ","FLCA","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE China ETF"," ","FLCH","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Europe ETF"," ","FLEE","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Europe Hedged ETF"," ","FLEH","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE France ETF"," ","FLFR","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Germany ETF"," ","FLGR","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Hong Kong ETF"," ","FLHK","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE India ETF"," ","FLIN","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Italy ETF"," ","FLIY","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Japan ETF"," ","FLJP","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Japan Hedged ETF"," ","FLJH","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Mexico ETF"," ","FLMX","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Russia ETF"," ","FLRU","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE South Korea ETF"," ","FLKR","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Switzerland ETF"," ","FLSW","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE Taiwan ETF"," ","FLTW","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin FTSE United Kingdom ETF"," ","FLGB","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin Liberty Intermediate Municipal Opportunities ETF"," ","FLMI","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin Liberty Investment Grade Corporate ETF"," ","FLCO","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin Liberty Municipal Bond ETF"," ","FLMB","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin Liberty Short Duration U.S. Government ETF"," ","FTSD","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin Liberty U.S. Low Volatility ETF"," ","FLLV","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin LibertyQ Emerging Markets ETF"," ","FLQE","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin LibertyQ Global Dividend ETF"," ","FLQD","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin LibertyQ Global Equity ETF"," ","FLQG","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin LibertyQ International Equity Hedged ETF"," ","FLQH","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin LibertyQ U.S. Equity ETF"," ","FLQL","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin LibertyQ U.S. Mid Cap Equity ETF"," ","FLQM","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","Franklin LibertyQ U.S. Small Cap Equity ETF"," ","FLQS","ETF",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," "," "
"ATRIA/CADARET GRANT","Brokerage","All Franklin Templeton Mutual Funds (A and C Share Class)"," ","","Mutual Fund",0,"Brokerage","Commision Based Brokerage clearing through Pershing"," "," ","Pershing"
"ATRIA/CADARET GRANT","Contour- SMA","Franklin Intermediate Fixed Income SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CADARET GRANT","Contour- SMA","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CADARET GRANT","Contour- SMA","Franklin Rising Dividends SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CADARET GRANT","Contour- SMA","Templeton Foreign Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CADARET GRANT","Contour- SMA","Templeton International Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CADARET GRANT","Contour- SMA","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CADARET GRANT","Contour- UMA","Franklin Intermediate Fixed Income SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CADARET GRANT","Contour- UMA","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CADARET GRANT","Contour- UMA","Franklin Rising Dividends SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CADARET GRANT","Contour- UMA","Templeton Foreign Equity SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CADARET GRANT","Contour- UMA","Templeton International Equity SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CADARET GRANT","Contour- UMA","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CADARET GRANT","Contour- UMA","All Franklin Templeton ETFs"," ","","ETF",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," ","Envestnet"
"ATRIA/CADARET GRANT","Contour- UMA","All Franklin Templeton Mutual Funds (Adv Share Class)"," ","","Mutual Fund",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," ","Envestnet"
"ATRIA/CADARET GRANT","Contour-Rep as PM","All Franklin Templeton ETFs"," ","","ETF",0,"Rep as PM","Rep as PM Platform through Envestnet- Mutual Funds, ETFs"," "," ","Envestnet"
"ATRIA/CADARET GRANT","Contour-Rep as PM","All Franklin Templeton Mutual Funds (Adv Share Class)"," ","","Mutual Fund",0,"Rep as PM","Rep as PM Platform through Envestnet- Mutual Funds, ETFs"," "," ","Envestnet"
"ATRIA/CADARET GRANT","Envestnet PMC","Franklin Templeton PMC ActivePassive Portfolios"," ","","FT Branded Model",0,"Third Party Discretionary","Third Party Models managed by Envestnet on their PMC model Platform"," "," "," "
"ATRIA/CADARET GRANT","Tims I","All Franklin Templeton Mutual Funds (Adv Share Class)"," ","","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM- Available Investment- Open Architecture- Mutual Fund Only"," "," ","Pershing"
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Asia ex Japan ETF"," ","FLAX","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Australia ETF"," ","FLAU","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Brazil ETF"," ","FLBR","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Canada ETF"," ","FLCA","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE China ETF"," ","FLCH","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Europe ETF"," ","FLEE","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Europe Hedged ETF"," ","FLEH","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE France ETF"," ","FLFR","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Germany ETF"," ","FLGR","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Hong Kong ETF"," ","FLHK","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE India ETF"," ","FLIN","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Italy ETF"," ","FLIY","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Japan ETF"," ","FLJP","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Japan Hedged ETF"," ","FLJH","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Mexico ETF"," ","FLMX","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Russia ETF"," ","FLRU","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE South Korea ETF"," ","FLKR","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Switzerland ETF"," ","FLSW","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE Taiwan ETF"," ","FLTW","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin FTSE United Kingdom ETF"," ","FLGB","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
